ID,Territory,Warehouse_Stock,Store_Stock,Transit_Stock,Price
201117130,Spain,34.0,20.0,0.0,32.49675
201117130,Bangladesh,0.0,0.0,0.0,0.0
201117130,USA,110.0,0.0,0.0,180.25
201117130,KSA,153.0,103.0,0.0,29.77973445
201117130,Egypt,18.0,18.0,0.0,165.78900000000002
201117130,Iraq,0.0,0.0,0.0,0.0
201117130,KSA,316.0,133.0,0.0,30.435
201117130,Switzerland,116.0,50.0,0.0,35.96
201117130,Portugal,0.0,0.0,0.0,4504.505
201117130,Brazil,0.0,0.0,0.0,0.0
201117130,Oman,44.0,27.0,0.0,33.25
201117130,New Zealand,0.0,0.0,0.0,0.0
201117130,Qatar,91.0,16.0,0.0,35.0
201117130,KSA,406.0,179.0,0.0,30.435
201117130,Srilanka,0.0,0.0,0.0,0.0
201117130,Canada,0.0,0.0,0.0,0.0
201117130,United Arab Emirates,245.0,156.0,0.0,33.333
201016714,Spain,0.0,0.0,0.0,32.49675
201016714,USA,0.0,0.0,0.0,180.25
201016714,KSA,2.0,2.0,0.0,29.77973445
201016714,KSA,5.0,3.0,0.0,30.435
201016714,Switzerland,0.0,0.0,0.0,35.96
201016714,Portugal,0.0,0.0,0.0,4504.505
201016714,Oman,2.0,2.0,0.0,33.25
201016714,Qatar,0.0,0.0,0.0,35.0
201016714,KSA,6.0,6.0,0.0,30.435
201016714,United Arab Emirates,-4.0,0.0,0.0,33.333
201016713,Spain,1.0,0.0,0.0,32.49675
201016713,USA,0.0,0.0,0.0,180.25
201016713,KSA,9.0,9.0,0.0,29.77973445
201016713,KSA,4.0,4.0,0.0,30.435
201016713,Switzerland,1.0,1.0,0.0,35.96
201016713,Portugal,0.0,0.0,0.0,4504.505
201016713,Oman,2.0,2.0,0.0,33.25
201016713,Qatar,0.0,0.0,0.0,35.0
201016713,KSA,5.0,2.0,0.0,30.435
201016713,United Arab Emirates,-2.0,2.0,0.0,33.333
201016712,Spain,0.0,0.0,0.0,32.49675
201016712,USA,0.0,0.0,0.0,180.25
201016712,KSA,1.0,1.0,0.0,29.77973445
201016712,KSA,5.0,5.0,0.0,30.435
201016712,Switzerland,1.0,1.0,0.0,35.96
201016712,Portugal,0.0,0.0,0.0,4504.505
201016712,Oman,1.0,1.0,0.0,33.25
201016712,Qatar,3.0,2.0,0.0,35.0
201016712,KSA,10.0,8.0,0.0,30.435
201016712,United Arab Emirates,-2.0,2.0,0.0,33.333
201016715,Spain,0.0,0.0,0.0,32.49675
201016715,USA,0.0,0.0,0.0,180.25
201016715,KSA,0.0,0.0,0.0,29.77973445
201016715,KSA,0.0,0.0,0.0,30.435
201016715,Switzerland,0.0,0.0,0.0,35.96
201016715,Portugal,0.0,0.0,0.0,4504.505
201016715,Oman,2.0,2.0,0.0,33.25
201016715,Qatar,0.0,0.0,0.0,35.0
201016715,KSA,1.0,2.0,0.0,30.435
201016715,United Arab Emirates,2.0,1.0,0.0,33.333
201008422,Spain,0.0,0.0,0.0,32.49675
201008422,USA,349.0,0.0,0.0,180.25
201008422,KSA,49.0,10.0,0.0,29.77973445
201008422,Egypt,0.0,0.0,0.0,165.78900000000002
201008422,KSA,218.0,85.0,0.0,30.435
201008422,Switzerland,3.0,3.0,0.0,35.96
201008422,Portugal,0.0,0.0,0.0,22727.272999999997
201008422,Oman,6.0,8.0,0.0,33.25
201008422,Qatar,14.0,0.0,0.0,35.0
201008422,KSA,295.0,89.0,0.0,30.435
201008422,United Arab Emirates,43.0,25.0,0.0,33.333
201012974,Spain,1220.0,118.0,0.0,32.49675
201012974,Bangladesh,0.0,0.0,0.0,0.0
201012974,USA,1166.0,0.0,0.0,180.25
201012974,KSA,1348.0,211.0,0.0,29.77973445
201012974,Egypt,26.0,25.0,0.0,165.78900000000002
201012974,India,0.0,0.0,0.0,35.94
201012974,Iraq,0.0,0.0,0.0,0.0
201012974,KSA,1628.0,173.0,0.0,30.435
201012974,Switzerland,574.0,88.0,0.0,35.96
201012974,Portugal,0.0,0.0,0.0,22522.522999999997
201012974,Brazil,0.0,0.0,0.0,0.0
201012974,Oman,40.0,21.0,0.0,33.25
201012974,New Zealand,0.0,0.0,0.0,0.0
201012974,Qatar,249.0,39.0,0.0,35.0
201012974,KSA,245.0,219.0,0.0,30.435
201012974,Srilanka,0.0,0.0,0.0,0.0
201012974,Canada,0.0,0.0,0.0,0.0
201012974,United Arab Emirates,503.0,346.0,0.0,33.333
201012973,Spain,1481.0,167.0,0.0,32.49675
201012973,Bangladesh,0.0,0.0,0.0,0.0
201012973,USA,1330.0,0.0,0.0,180.25
201012973,KSA,1388.0,216.0,0.0,29.77973445
201012973,Egypt,430.0,38.0,0.0,165.78900000000002
201012973,India,0.0,0.0,0.0,35.94
201012973,Iraq,0.0,0.0,0.0,0.0
201012973,KSA,1546.0,163.0,0.0,30.435
201012973,Switzerland,499.0,77.0,0.0,35.96
201012973,Portugal,0.0,0.0,0.0,22522.522999999997
201012973,Brazil,0.0,0.0,0.0,0.0
201012973,Oman,49.0,26.0,0.0,33.25
201012973,New Zealand,0.0,0.0,0.0,0.0
201012973,Qatar,390.0,40.0,0.0,35.0
201012973,KSA,303.0,210.0,0.0,30.435
201012973,Srilanka,0.0,0.0,0.0,0.0
201012973,Canada,0.0,0.0,0.0,0.0
201012973,United Arab Emirates,607.0,401.0,10.0,33.333
201012972,Spain,560.0,199.0,0.0,32.49675
201012972,Bangladesh,0.0,0.0,0.0,0.0
201012972,USA,972.0,0.0,0.0,180.25
201012972,KSA,1158.0,163.0,0.0,29.77973445
201012972,Egypt,25.0,25.0,0.0,165.78900000000002
201012972,India,0.0,0.0,0.0,35.94
201012972,Iraq,0.0,0.0,0.0,0.0
201012972,KSA,1025.0,119.0,0.0,30.435
201012972,Switzerland,255.0,61.0,0.0,35.96
201012972,Portugal,0.0,0.0,0.0,22522.522999999997
201012972,Brazil,0.0,0.0,0.0,0.0
201012972,Oman,103.0,62.0,0.0,33.25
201012972,New Zealand,0.0,0.0,0.0,0.0
201012972,Qatar,292.0,39.0,0.0,35.0
201012972,KSA,117.0,110.0,0.0,30.435
201012972,Srilanka,0.0,0.0,0.0,0.0
201012972,Canada,0.0,0.0,0.0,0.0
201012972,United Arab Emirates,358.0,229.0,0.0,33.333
201012975,Spain,927.0,145.0,0.0,32.49675
201012975,Bangladesh,0.0,0.0,0.0,0.0
201012975,USA,688.0,0.0,0.0,180.25
201012975,KSA,618.0,180.0,0.0,29.77973445
201012975,Egypt,16.0,16.0,0.0,165.78900000000002
201012975,India,0.0,0.0,0.0,35.94
201012975,Iraq,0.0,0.0,0.0,0.0
201012975,KSA,1065.0,133.0,0.0,30.435
201012975,Switzerland,67.0,54.0,39.0,35.96
201012975,Portugal,0.0,0.0,0.0,22522.522999999997
201012975,Brazil,0.0,0.0,0.0,0.0
201012975,Oman,58.0,45.0,0.0,33.25
201012975,New Zealand,0.0,0.0,0.0,0.0
201012975,Qatar,219.0,26.0,0.0,35.0
201012975,KSA,165.0,128.0,0.0,30.435
201012975,Srilanka,0.0,0.0,0.0,0.0
201012975,Canada,0.0,0.0,0.0,0.0
201012975,United Arab Emirates,389.0,223.0,0.0,33.333
201270900,Spain,0.0,0.0,0.0,32.49675
201270900,USA,0.0,0.0,0.0,180.25
201270900,KSA,8.0,3.0,0.0,29.77973445
201270900,Egypt,0.0,0.0,0.0,165.78900000000002
201270900,Iraq,0.0,0.0,0.0,0.0
201270900,KSA,13.0,12.0,0.0,30.435
201270900,Switzerland,9.0,6.0,0.0,35.96
201270900,Brazil,0.0,0.0,0.0,0.0
201270900,Oman,6.0,6.0,0.0,33.25
201270900,Qatar,14.0,3.0,0.0,35.0
201270900,KSA,17.0,14.0,0.0,30.435
201270900,United Arab Emirates,41.0,4.0,0.0,33.333
201995028,Spain,277.0,39.0,0.0,32.49675
201995028,Bangladesh,0.0,0.0,0.0,0.0
201995028,USA,736.0,0.0,0.0,180.25
201995028,KSA,670.0,180.0,0.0,29.77973445
201995028,Egypt,5.0,5.0,0.0,165.78900000000002
201995028,India,0.0,0.0,0.0,35.94
201995028,Iraq,0.0,0.0,0.0,0.0
201995028,KSA,1068.0,153.0,0.0,30.435
201995028,Switzerland,342.0,51.0,0.0,35.96
201995028,Portugal,0.0,0.0,0.0,4504.505
201995028,Brazil,-7.0,0.0,0.0,0.0
201995028,Nigeria,0.0,0.0,0.0,0.0
201995028,Oman,318.0,78.0,0.0,33.25
201995028,New Zealand,0.0,0.0,0.0,0.0
201995028,Qatar,200.0,31.0,0.0,35.0
201995028,KSA,833.0,182.0,0.0,30.435
201995028,Srilanka,0.0,0.0,0.0,0.0
201995028,Canada,0.0,0.0,0.0,0.0
201995028,United Arab Emirates,444.0,329.0,0.0,33.333
201995027,Spain,283.0,38.0,0.0,32.49675
201995027,Bangladesh,0.0,0.0,0.0,0.0
201995027,USA,228.0,0.0,0.0,180.25
201995027,KSA,644.0,169.0,0.0,29.77973445
201995027,Egypt,6.0,6.0,0.0,165.78900000000002
201995027,India,0.0,0.0,0.0,35.94
201995027,Iraq,0.0,0.0,0.0,0.0
201995027,KSA,691.0,154.0,0.0,30.435
201995027,Switzerland,445.0,74.0,0.0,35.96
201995027,Portugal,0.0,0.0,0.0,4504.505
201995027,Brazil,-3.0,0.0,0.0,0.0
201995027,Nigeria,0.0,0.0,0.0,0.0
201995027,Oman,357.0,87.0,0.0,33.25
201995027,New Zealand,0.0,0.0,0.0,0.0
201995027,Qatar,251.0,41.0,0.0,35.0
201995027,KSA,898.0,168.0,0.0,30.435
201995027,Srilanka,0.0,0.0,0.0,0.0
201995027,Canada,0.0,0.0,0.0,0.0
201995027,United Arab Emirates,629.0,370.0,2.0,33.333
201995026,Spain,207.0,36.0,0.0,32.49675
201995026,Bangladesh,0.0,0.0,0.0,0.0
201995026,USA,349.0,0.0,0.0,180.25
201995026,KSA,308.0,109.0,0.0,29.77973445
201995026,Egypt,11.0,11.0,0.0,165.78900000000002
201995026,India,0.0,0.0,0.0,35.94
201995026,Iraq,0.0,0.0,0.0,0.0
201995026,KSA,1098.0,140.0,0.0,30.435
201995026,Switzerland,171.0,62.0,0.0,35.96
201995026,Portugal,0.0,0.0,0.0,4504.505
201995026,Brazil,-6.0,0.0,0.0,0.0
201995026,Nigeria,0.0,0.0,0.0,0.0
201995026,Oman,206.0,88.0,0.0,33.25
201995026,New Zealand,0.0,0.0,0.0,0.0
201995026,Qatar,116.0,37.0,0.0,35.0
201995026,KSA,308.0,143.0,0.0,30.435
201995026,Srilanka,0.0,0.0,0.0,0.0
201995026,Canada,0.0,0.0,0.0,0.0
201995026,United Arab Emirates,409.0,252.0,0.0,33.333
201995029,Spain,200.0,37.0,0.0,32.49675
201995029,Bangladesh,0.0,0.0,0.0,0.0
201995029,USA,328.0,0.0,0.0,180.25
201995029,KSA,350.0,138.0,0.0,29.77973445
201995029,Egypt,3.0,3.0,0.0,165.78900000000002
201995029,India,0.0,0.0,0.0,35.94
201995029,Iraq,0.0,0.0,0.0,0.0
201995029,KSA,157.0,102.0,0.0,30.435
201995029,Switzerland,202.0,55.0,0.0,35.96
201995029,Portugal,0.0,0.0,0.0,4504.505
201995029,Brazil,-4.0,0.0,0.0,0.0
201995029,Nigeria,0.0,0.0,0.0,0.0
201995029,Oman,194.0,73.0,0.0,33.25
201995029,New Zealand,0.0,0.0,0.0,0.0
201995029,Qatar,112.0,25.0,0.0,35.0
201995029,KSA,568.0,155.0,0.0,30.435
201995029,Srilanka,0.0,0.0,0.0,0.0
201995029,Canada,0.0,0.0,0.0,0.0
201995029,United Arab Emirates,411.0,224.0,0.0,33.333
201270905,Spain,0.0,0.0,0.0,32.49675
201270905,USA,0.0,0.0,0.0,180.25
201270905,KSA,7.0,7.0,0.0,29.77973445
201270905,Egypt,0.0,0.0,0.0,165.78900000000002
201270905,KSA,7.0,7.0,0.0,30.435
201270905,Switzerland,1.0,0.0,0.0,35.96
201270905,Portugal,0.0,0.0,0.0,22522.522999999997
201270905,Oman,7.0,7.0,0.0,33.25
201270905,Qatar,0.0,0.0,0.0,35.0
201270905,KSA,2.0,1.0,0.0,30.435
201270905,United Arab Emirates,44.0,8.0,0.0,33.333
201995033,Spain,57.0,37.0,4.0,32.49675
201995033,Bangladesh,0.0,0.0,0.0,0.0
201995033,USA,1011.0,0.0,0.0,180.25
201995033,KSA,1168.0,132.0,0.0,29.77973445
201995033,Egypt,74.0,33.0,0.0,165.78900000000002
201995033,India,0.0,0.0,0.0,35.94
201995033,Iraq,0.0,0.0,0.0,0.0
201995033,KSA,1175.0,248.0,0.0,30.435
201995033,Switzerland,292.0,69.0,0.0,35.96
201995033,Portugal,0.0,0.0,0.0,22522.522999999997
201995033,Brazil,-8.0,0.0,0.0,0.0
201995033,Nigeria,0.0,0.0,0.0,0.0
201995033,Oman,119.0,73.0,0.0,33.25
201995033,New Zealand,0.0,0.0,0.0,0.0
201995033,Qatar,395.0,38.0,0.0,35.0
201995033,KSA,1220.0,247.0,0.0,30.435
201995033,Srilanka,0.0,0.0,0.0,0.0
201995033,Canada,0.0,0.0,0.0,0.0
201995033,United Arab Emirates,986.0,307.0,0.0,33.333
201995032,Spain,157.0,39.0,0.0,32.49675
201995032,Bangladesh,0.0,0.0,0.0,0.0
201995032,USA,911.0,0.0,0.0,180.25
201995032,KSA,783.0,120.0,0.0,29.77973445
201995032,Egypt,59.0,28.0,0.0,165.78900000000002
201995032,India,0.0,0.0,0.0,35.94
201995032,Iraq,0.0,0.0,0.0,0.0
201995032,KSA,776.0,215.0,0.0,30.435
201995032,Switzerland,178.0,59.0,0.0,35.96
201995032,Portugal,0.0,0.0,0.0,22522.522999999997
201995032,Brazil,0.0,0.0,0.0,0.0
201995032,Nigeria,0.0,0.0,0.0,0.0
201995032,Oman,116.0,73.0,0.0,33.25
201995032,New Zealand,0.0,0.0,0.0,0.0
201995032,Qatar,534.0,37.0,0.0,35.0
201995032,KSA,949.0,235.0,0.0,30.435
201995032,Srilanka,0.0,0.0,0.0,0.0
201995032,Canada,0.0,0.0,0.0,0.0
201995032,United Arab Emirates,1588.0,370.0,0.0,33.333
201995031,Spain,102.0,44.0,0.0,32.49675
201995031,Bangladesh,0.0,0.0,0.0,0.0
